,Location,Min Delay,delay_count
5569,Broadview Station,9,
5570,Cherry / Commissioners,10,
5571,Cherry / commissioners st.,10,
5572,Wilson Stn,8,
5573,Wilson Stn,8,
5574,East Liberty and King,8,
5575,Arrow garage,1,
5576,Islington station,15,
5577,Islington and Dixon,20,
5578,STC,13,
5579,Finch station,20,
5580,Finch and Jane,10,
5581,bradstock,10,
5582,bathurst and st clair,20,
5583,Steeles Loop and Yonge St,5,
5584,Eglinton West stn,12,
5585,Steeles Loop at Yonge,4,
5586,Finch Station,8,
5587,Danforth and Danforth,12,
5588,Steeles Loop at Yonge St,3,
5589,Meadowvale Loop,29,
5590,Yonge St at Dundas,3,
5591,Kenn Stn,7,
5592,Queen & Ossington,10,
5593,Nashdene &Dynamic,10,
5594,Kennedy Stn,12,
5595,Warden Stn,10,
5596,Entire route,15,
5597,Morningside and finch,27,
5598,Danforth & Victoria Park,9,
5599,Main Stn,26,
5600,Yonge St at Melrose,3,
5601,Birchmount Garage,30,
5602,Greenwood Stn,20,
5603,Warden Stn,15,
5604,Birchmount garage,15,
5605,Scarborough Town Centre,10,
5606,Coxwell & Plains,7,
5607,Garage,15,
5608,Wilson Stn,4,
5609,Kenn Stn,9,
5610,Metro Zoo,16,
5611,Kennedy Stn,20,
5612,York University,16,
5613,Kennedy Station,7,
5614,St Clair Stn,20,
5615,77-Swansea route,10,
5616,Finch Ave at Dufferin St,6,
5617,Midland & St Clair,20,
5618,Eglinton Stn,8,
5619,Bellamy Route,30,
5620,All along the route,20,
5621,Gerrard St Route,30,
5622,stong at driftwood,30,
5623,Warden Stn,10,
5624,Victoria park Stn,17,
5625,Finch Station,13,
5626,Donlands stn,30,
5627,Pape stn,10,
5628,Neptune and Bathurst,17,
5629,Parliament Route,10,
5630,Weston Rd,10,
5631,Cliffside route,15,
5632,Dynamic / McNicol,10,
5633,Marlee and Roselawn,17,
5634,Finch Ave at Arrow Rd,5,
5635,East Liberty,7,
5636,Lawrence West STN,30,
5637,Victoria Park Stn,8,
5638,91A Route,10,
5639,Lawrence and Jane to Lawrence and Scarlett,155,
5640,Scarlett and Lawrence,155,
5641,Dufferin and Davenport,4,
5642,Route 80 Queensway,1,
5643,Steeles loop,30,
5644,Pharmacy & Ellesmere,1,
5645,Markham Rd / Robinson St,60,
5646,Dynamic / Nashdene,10,
5647,Scarborough Town Center,30,
5648,Entire Route,10,
5649,Route 168 Symington,1,
5650,Commons,8,
5651,Keele and falstaff,10,
5652,Lawrence W Stn,17,
5653,Warden Stn,12,
5654,Finch Stn,15,
5655,Markham & Sheppard Ave,5,
5656,Bathurst & St Clair,8,
5657,St Clair STN,8,
5658,Downsview STN,8,
5659,DONS,1,
5660,Steeles loop at martin Grove,10,
5661,56 Leaside Route,14,
5662,Davisville Stn,27,
5663,Bathurst STN,4,
5664,Islington at The Westaway,20,
5665,Lawrence and Caledonia,20,
5666,driftwood finch,20,
5667,Steeles and Martin Grove loop,30,
5668,finch and weston,10,
5669,Bathurst / Wilson,10,
5670,Finch Stn,20,
5671,Finch STN,10,
5672,yonge and yorkmills,4,
5673,Yonge & Steeles,30,
5674,St. Clair Station,30,
5675,Eglinton yard,1,
5676,Hullmar Drive and Jane,15,
5677,Finch Ave and Arrow Rd.,11,
5678,Lawrence West STN,12,
5679,Eglinton yard,1,
5680,Eglinton yard,1,
5681,Eglinton yard,1,
5682,JNST,10,
5683,Scarb-Coll-Loop,40,
5684,RUNNYMEDE and BLOOR,10,
5685,Downsview stn,38,
5686,Domnills stn,20,
5687,steeles at martingrove,20,
5688,Meadowvale loop,4,
5689,Pape Stn,8,
5690,Steeles,18,
5691,Lawrence Station,6,
5692,Passmore & Kennedy,6,
5693,WRIGHT and LAWRENCE AVE,5,
5694,DuncanMill/Don Mills,3,
5695,Pape Stn,5,
5696,STC,5,
5697,MILL ROAD LOOP,10,
5698,Finch Ave at Signet,2,
5699,Finch Ave and Arrow Rd,12,
5700,Bloor and Sherbourne,8,
5701,Rogers and Keele,20,
5702,Yonge and Grosvenor,150,
5703,The Commons,5,
5704,Keele / Rogers,20,
5705,U of T,9,
5706,Eglinton STN,3,
5707,Finch and Woodbine Downs,502,
5708,Keele stn,12,
5709,Finch and Woodbine downs,500,
5710,Princes gate,8,
5711,Keele stn,5,
5712,Northcliffe,7,
5713,Pape station,3,
5714,The Commons,12,
5715,Bathurst / Burton,7,
5716,STC,6,
5717,Kipling and Lakeshore,30,
5718,Ellesmere and Neilson,73,
5719,Ellesmere and Neilson,73,
5720,CCSL,9,
5721,JSTE,10,
5722,Downsviiew Station,2,
5723,Eglinton stn,5,
5724,JSTE,10,
5725,Bombay loop,9,
5726,Yonge and Lawrence,30,
5727,Davisville Station,30,
5728,Hwy 407 to Steeles,10,
5729,191 HWY 27 route,18,
5730,Finch West route,15,
5731,ISLINGTON STN,14,
5732,Sheppard Station,7,
5733,Eglinton stn to Townsend,16,
5734,Meadowvale loop,5,
5735,Don Mills Station,15,
5736,WELLESLEY ROUTE,10,
5737,celeste and Kingston,10,
5738,Wilson stn,8,
5739,Bathurst stn,1,
5740,Ellesmere Cul de Sac,15,
5741,DANFORTH/VICTORIA PARK,13,
5742,St.Clair west stn,8,
5743,Bathurst and Ranee,35,
5744,weston at rowntree,33,
5745,Sheppard meadowvale,10,
5746,Finch and Renfield,5,
5747,All locations,15,
5748,Scarborough Town Centre,28,
5749,Scarborough Town Centre,4,
5750,Longbranch loop,18,
5751,York U Commons,6,
5752,Steeles Loop at MGRV,6,
5753,eglinton /keele,9,
5754,Entire route,15,
5755,Eglinton Garage,29,
5756,COL SAM LOOP,4,
5757,Bayview and Steeles loop,11,
5758,Kipling Station,6,
5759,pape station,3,
5760,Cosburn Route,10,
5761,Mortimer Route,15,
5762,54-Lawrance Route,17,
5763,Eastdale / Goodwood Park,10,
5764,Main Stn,10,
5765,Keele stn,9,
5766,Albion Rd,9,
5767,Wismore / Sloane,24,
5768,Lawrence west stn,13,
5769,KIPLING STN,9,
5770,STC,5,
5771,Entire Route,15,
5772,STC,10,
5773,York Mills Stn.,14,
5774,SCLP,13,
5775,Eglinton Yard,1,
5776,DONS,9,
5777,Mt Pleasant Loop,15,
5778,Branstock,9,
5779,SCLP,11,
5780,Entire 60 Steeles Ave West,12,
5781,York Mills STN,8,
5782,Malvern garage,9,
5783,Bloor / Sherbourne,1,
5784,Townsley loop,20,
5785,Sherbourne/Bloor,7,
5786,Duncan Shop,11,
5787,Woodbine Downs and Carrier Dr.,1,
5788,Sheppard Station,8,
5789,Humber and Louvain,7,
5790,Downsview Stn,8,
5791,Oakdale,8,
5792,York U Commons,8,
5793,Brentcliff and Eglinton,23,
5794,York U / Commons,11,
5795,Damascus and Finch,4,
5796,Finch Station,12,
5797,Lawrence W. Stn,25,
5798,Steeles loop,12,
5799,Eglinton Garage,10,
5800,Bathurst and Glencairn,20,
5801,DONS,11,
5802,St. Clair Station,15,
5803,Finch Station,7,
5804,Wilson,5,
5805,Old Weston Davenport,10,
5806,Bathurst/Finch,3,
5807,Entire Route,1,
5808,Keele st,20,
5809,COMMOMS,10,
5810,Bay and Queen,10,
5811,Starspray Loop,11,
5812,Finch Station,11,
5813,8 Broadview Route,1,
5814,Bloor to St.Clair,18,
5815,Signal Hill and Steeles Ave,7,
5816,Jarvis and Queens Quay,7,
5817,McNicoll and Don Mills,15,
5818,Kingston Road and Victoria Park,14,
5819,Bathurst/Ava,8,
5820,Lady York / wilson,14,
5821,Entire Route,1,
5822,HIGHPARK STATION,20,
5823,Finch and Arrow,8,
5824,DUNDAS WEST STATION,7,
5825,Bathurst/Hillcrest,7,
5826,Kennedy to Meadowvale Loop,20,
5827,94 Wellesley Route,1,
5828,Bloor and West Mall,17,
5829,Lawrence west stn,5,
5830,Lawrence W. Stn,12,
5831,Dufferin/Lawrence,3,
5832,Don mills and Eglinton,4,
5833,Neilson rd. on Ellesmere,12,
5834,,8,
5835,wilson Stn.,20,
5836,SCLP,14,
5837,St. Clair and O'Connor,20,
5838,Seneca Col .Ent and Don Mills Rd,6,
5839,Bathurst Station,10,
5840,Eglinton Station,8,
5841,Kennedy and Stratton,10,
5842,RougeHill Go,13,
5843,Kipling at Princess Margaret,10,
5844,Main Station,15,
5845,Neilson and Crow Trail,9,
5846,jane stn,10,
5847,Kennedy Station,24,
